code,year,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),2. Energy use in agriculture,3. Land area,4. Agriculture land area (% of land area),5. Average precipitation (mm),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizer consumption (kilograms per hectare of arable land)
IND,2004,24.52,62.94617225,159681000.0,56.82,318798.0,2973190.0,60.66716221,1162.32,0.57,115.2715101,625.2397,115.2715101
IND,2005,24.53,62.76981905,159444000.0,59.27,325051.2,2973190.0,60.58341377,1153.45,0.606,127.614592,628.94975,127.614592
IND,2006,24.42,61.19510992,158662000.0,62.06,356482.8,2973190.0,60.50941918,1191.73,0.685,136.4039215,632.6598,136.4039215
IND,2007,24.43,58.02113499,158022000.0,66.15,375055.2,2973190.0,60.4132262,1201.74,0.636,142.8352255,636.36985,142.8352255
IND,2008,24.4,54.3676481,157995000.0,68.38,409849.2,2973190.0,60.45930465,1201.66,0.303,153.3493908,640.0799,153.3493908
IND,2009,24.5,51.35440313,157924000.0,70.89,432752.4,2973190.0,60.56390611,1190.82,1.176,167.4572959,643.78995,167.4572959
IND,2010,24.58,50.10115395,157009000.0,78.77,475081.2,2973190.0,60.39741826,1166.8,1.159,179.0358769,647.5,179.0358769
IND,2011,24.63,61.70862421,156979000.0,82.68,481176.0,2973190.0,60.43004315,1166.91,0.364,180.7482912,647.5,180.7482912
IND,2012,24.67,74.00316075,156546000.0,85.9,507456.0,2973190.0,60.42062566,1180.75,0.487,163.1220216,647.5,163.1220216
IND,2013,24.62,76.25017683,156442000.0,89.71,577191.6,2973190.0,60.43946065,1198.93,0.445,156.4956981,647.5,156.4956981
IND,2014,24.63,79.03739571,156463000.0,94.94,608086.8,2973190.0,60.44955082,1148.43,0.536,163.4980794,647.5,163.4980794
IRL,1990,9.67,14.26908067,394600.0,86.57,1548.0,68890.0,65.86442154,1099.27,0.802,1754.434871,1.145714286,1754.434871
IRL,1991,9.72,14.15728942,391700.0,89.5,1591.2,68890.0,64.52024967,1055.27,0.176,1697.727853,1.153285714,1697.727853
IRL,1992,9.53,14.03073939,392900.0,90.71,1674.0,68890.0,64.10509508,1053.6,0.425,1700.178162,1.160857143,1700.178162
IRL,1993,9.47,13.89099301,403900.0,88.76,1717.2,68890.0,63.97590361,1080.34,0.041,1772.716019,1.168428571,1772.716019
IRL,1994,9.71,13.73961272,400300.0,83.47,1756.8,68890.0,63.77703585,1053.52,0.258,1878.591057,1.176,1878.591057
IRL,1995,9.49,13.57816094,396600.0,85.44,1800.0,68890.0,63.70590797,1007.71,1.175,1886.031266,1.141727273,1886.031266
IRL,1996,9.6,13.38490533,403700.0,89.01,1882.8,68890.0,63.0251125,1091.95,-0.03,1689.373297,1.107454546,1689.373297
IRL,1997,9.71,13.15637881,424800.0,90.39,1969.2,68890.0,63.22601248,1052.75,0.95,1553.672316,1.073181818,1553.672316
IRL,1998,9.84,12.92154175,445900.0,93.07,2091.6,68890.0,63.42691247,1101.12,0.91,1596.770576,1.038909091,1596.770576
IRL,1999,9.97,12.70935449,467000.0,97.61,1926.0,68890.0,63.62781245,1048.32,1.049,1481.798715,1.004636364,1481.798715
IRL,2000,9.84,12.54877737,488100.0,92.07,2052.0,68890.0,63.81419655,1067.81,0.548,1228.047531,0.970363636,1228.047531
IRL,2001,9.9,12.42648337,509200.0,93.44,2178.0,68890.0,64.01509653,1029.67,0.522,1158.124509,0.936090909,1158.124509
IRL,2002,9.95,12.3040623,518200.0,89.33,2178.0,68890.0,63.47800842,1048.15,0.802,1153.707063,0.901818182,1153.707063
IRL,2003,9.9,12.17284973,531230.0,90.26,2178.0,68890.0,63.43446073,1094.7,0.995,1187.65883,0.867545455,1187.65883
IRL,2004,9.9,12.02418126,521650.0,90.09,2188.8,68890.0,62.49092757,1049.17,0.865,1077.446564,0.833272727,1077.446564
IRL,2005,10.01,11.8493925,488690.0,87.92,2314.8,68890.0,62.44737988,1075.72,1.147,1109.734187,0.799,1109.734187
IRL,2006,10.08,11.5711334,467080.0,87.78,2206.8,68890.0,61.83771229,1067.57,1.135,1066.100026,0.7645,1066.100026
IRL,2007,9.98,11.18342761,465450.0,90.04,2019.6,68890.0,62.06996661,1065.64,1.326,973.6233752,0.73,973.6233752
IRL,2008,10.03,10.78467119,485650.0,85.94,2019.6,68890.0,67.19407751,1083.43,0.818,857.1975703,0.7435,857.1975703
IRL,2009,10.1,10.47326022,462590.0,85.26,2008.8,68890.0,66.68485992,1104.0,0.785,1123.802936,0.757,1123.802936
IRL,2010,10.06,10.34759077,438840.0,88.91,2008.8,68890.0,66.30860793,1113.63,-0.127,1065.372345,0.831444444,1065.372345
IRL,2011,10.0,10.54042298,459140.0,89.98,2008.8,68890.0,66.11990129,1074.36,0.536,995.7093697,0.905888889,995.7093697
IRL,2012,9.95,9.588933029,482610.0,85.97,2008.8,68890.0,65.8005516,1057.28,0.683,1138.780796,0.980333333,1138.780796
IRL,2013,10.18,9.194087161,474040.0,89.2,2008.8,68890.0,64.98766149,1056.18,0.565,1110.334571,1.054777778,1110.334571
IRL,2014,10.08,8.844726652,465180.0,95.61,2008.8,68890.0,64.82798665,1047.57,1.368,1238.346662,1.129222222,1238.346662
IRQ,1990,22.41,43.40480248,5000000.0,156.25,2572.251,437370.0,21.10341359,215.91,0.404,41.4,42.8,41.4
IRQ,1991,22.26,41.98947242,5400000.0,65.66,2212.3615,437370.0,22.01797105,216.93,0.628,24.94444444,45.12,24.94444444
IRQ,1992,21.78,40.83127757,5300000.0,74.28,2720.7196,437370.0,21.83505956,217.04,-1.161,39.62264151,47.44,39.62264151
IRQ,1993,21.97,39.96319315,5600000.0,85.13,2835.3427,437370.0,22.56670554,222.8,-0.46,62.14285714,49.76,62.14285714
IRQ,1994,22.19,39.41819436,5050000.0,84.65,3028.9384,437370.0,21.37778083,230.38,1.006,76.03960396,52.08,76.03960396
IRQ,1995,22.29,39.22925642,4800000.0,75.58,3227.3853,437370.0,20.80618241,188.52,0.364,69.5625,54.4,69.5625
IRQ,1996,22.51,39.4957863,4800000.0,72.58,3227.3853,437370.0,20.80618241,211.1,0.807,73.83333333,56.72,73.83333333
IRQ,1997,22.48,40.14086495,4400000.0,82.76,3289.7737,437370.0,19.80016919,196.7,0.291,81.09090909,59.0326,81.09090909
IRQ,1998,22.57,40.93297859,4400000.0,85.41,3289.7737,437370.0,19.77730526,205.36,1.267,87.11363636,61.3526,87.11363636
IRQ,1999,22.71,41.64061343,4300000.0,93.16,3289.7737,437370.0,19.43434621,201.82,1.897,90.25581395,63.6726,90.25581395
IRQ,2000,22.7,42.03225569,4300000.0,106.89,3289.7737,437370.0,19.43434621,191.03,0.986,86.3255814,65.9926,86.3255814
IRQ,2001,22.9,42.15095349,4300000.0,115.34,3388.4895,437370.0,19.41148227,202.61,1.268,148.6511628,64.13512857,148.6511628
IRQ,2002,22.88,42.21863064,4500000.0,119.73,3557.9421,437370.0,19.868761,196.21,1.147,141.0222222,62.27765714,141.0222222
IRQ,2003,22.86,42.27208692,4500000.0,79.62,3009.1953,437370.0,19.868761,218.38,0.938,25.48888889,60.42018571,25.48888889
IRQ,2004,22.75,42.34812207,4500000.0,87.81,3564.3728,437370.0,19.868761,185.67,1.072,24.696,58.56271429,24.696
IRQ,2005,22.84,42.48353586,4650000.0,102.91,2793.6,437370.0,20.21172005,199.03,0.524,47.05096774,56.70524286,47.05096774
IRQ,2006,22.94,43.23384006,4800000.0,94.97,1825.2,437370.0,20.5546791,219.03,1.618,46.54583333,54.84777143,46.54583333
IRQ,2007,22.79,44.76652314,4950000.0,97.35,2358.0,437370.0,20.89763816,207.49,0.941,37.85050505,52.9903,37.85050505
IRQ,2008,22.92,46.53634987,4000000.0,104.72,2455.2,437370.0,18.72556417,204.44,1.161,57.19,51.13282857,57.19
IRQ,2009,22.86,47.99808507,3650000.0,99.64,3517.2,434320.0,18.07423098,214.22,0.876,60.19643836,49.27535714,60.19643836
IRQ,2010,22.97,48.60649351,4000000.0,108.19,2480.4,434320.0,18.92613741,212.34,2.681,34.29,47.41788571,34.29
IRQ,2011,23.1,44.59020542,4300000.0,119.15,2520.0,434320.0,19.68594585,219.41,0.835,39.09767442,45.56041429,39.09767442
IRQ,2012,23.07,43.76335815,4318500.0,122.36,2520.0,434320.0,19.72854117,238.69,1.272,49.41604261,43.69794286,49.41604261
IRQ,2013,23.13,42.91624625,4563750.0,110.53,2520.0,434128.0,20.41736539,193.57,1.261,50.62475815,41.84047143,50.62475815
IRQ,2014,23.28,37.79473333,4969000.0,111.48,2520.0,434128.0,21.35084583,188.33,1.162,19.70423425,39.983,19.70423425
ISL,1990,0.81,7.733270832,136000.0,73.21,763.2,100250.0,18.96259352,1350.72,0.107,170.3161765,0.167,170.3161765
ISL,1991,1.32,7.669478816,136000.0,74.07,838.8,100250.0,18.96259352,1406.94,0.705,168.5147059,0.167,168.5147059
ISL,1992,1.03,7.613260827,136000.0,73.11,828.0,100250.0,18.96259352,1419.87,0.166,147.2352941,0.167,147.2352941
ISL,1993,0.69,7.56328775,135000.0,70.11,835.2,100250.0,18.95261845,1359.05,0.128,170.3703704,0.1665,170.3703704
ISL,1994,0.88,7.518230472,135000.0,71.52,795.6,100250.0,18.95261845,1352.3,-0.207,148.8740741,0.166,148.8740741
ISL,1995,0.71,7.476759882,135000.0,71.29,838.8,100250.0,18.94264339,1388.73,-0.427,144.9037037,0.1655,144.9037037
ISL,1996,0.76,7.4492749,134000.0,69.28,806.4,100250.0,18.92269327,1345.42,0.434,140.9850746,0.165,140.9850746
ISL,1997,0.96,7.439545156,133000.0,70.53,824.4,100250.0,18.90274314,1345.67,0.346,145.112782,0.1645,145.112782
ISL,1998,1.3,7.4362976,130000.0,72.24,813.6,100250.0,18.86284289,1407.18,0.148,143.8461538,0.164,143.8461538
ISL,1999,1.09,7.428259179,129000.0,76.08,820.8,100250.0,18.84289277,1424.43,0.383,169.7674419,0.1635,169.7674419
ISL,2000,1.29,7.404156844,129000.0,79.61,831.6,100250.0,18.84289277,1394.84,0.188,164.3410853,0.163,164.3410853
ISL,2001,1.19,7.364013509,129000.0,78.65,835.2,100250.0,18.84289277,1367.93,0.499,140.9302326,0.164,140.9302326
ISL,2002,1.23,7.315432387,129000.0,80.27,763.2,100250.0,18.82294264,1394.25,0.706,145.751938,0.165,145.751938
ISL,2003,1.15,7.258510879,129000.0,81.2,745.2,100250.0,18.80299252,1411.78,1.695,122.8837209,0.165,122.8837209
ISL,2004,1.1,7.193346385,129000.0,80.89,792.0,100250.0,18.79301746,1376.28,1.149,137.9224806,0.165,137.9224806
ISL,2005,1.34,7.120036303,129000.0,80.12,864.0,100250.0,18.77306733,1464.32,0.361,133.5581395,0.181358333,133.5581395
ISL,2006,1.28,7.007141437,129000.0,82.37,910.8,100250.0,18.76309227,1384.59,0.948,167.8217054,0.197716667,167.8217054
ISL,2007,1.45,6.849790485,125000.0,86.95,943.2,100250.0,18.71321696,1436.15,1.016,194.168,0.214075,194.168
ISL,2008,1.25,6.687932693,125000.0,88.67,943.2,100250.0,18.71321696,1384.87,0.67,199.88,0.230433333,199.88
ISL,2009,1.62,6.561517303,124000.0,88.74,914.4,100250.0,18.7032419,1372.0,0.83,123.8467742,0.246791667,123.8467742
ISL,2010,1.56,6.510493562,123000.0,88.96,925.2,100250.0,18.69326683,1404.61,1.054,148.699187,0.26315,148.699187
ISL,2011,1.82,6.708740317,122200.0,91.27,943.2,100250.0,18.68528678,1365.95,0.864,159.1653028,0.278675,159.1653028
ISL,2012,1.54,6.110175404,121200.0,94.14,957.6,100250.0,18.67531172,1359.9,0.589,176.4851485,0.294,176.4851485
ISL,2013,1.45,5.96459941,121200.0,93.38,957.6,100250.0,18.67531172,1410.15,0.573,168.8036304,0.2911,168.8036304
ISL,2014,1.7,5.787105614,121200.0,95.66,997.2,100250.0,18.67531172,1374.76,1.493,201.7326733,0.2754,201.7326733
ISR,1990,20.07,24.62134993,343000.0,43.48,3409.2,21640.0,26.75600739,209.37,-0.136,299.1253644,1.5724,299.1253644
ISR,1991,20.09,25.43146827,347000.0,45.91,3607.2,21640.0,26.70979667,213.24,0.366,269.740634,1.562,269.740634
ISR,1992,19.75,26.10090635,347000.0,47.66,3963.6,21640.0,26.66358595,230.08,-1.049,281.8443804,1.5516,281.8443804
ISR,1993,19.76,26.62339916,347000.0,50.31,4132.8,21640.0,26.66358595,215.72,-0.381,282.4207493,1.5412,282.4207493
ISR,1994,20.08,26.9926817,349000.0,53.36,4266.0,21640.0,26.75600739,233.77,0.788,297.9942693,1.5308,297.9942693
ISR,1995,20.15,27.20248896,345000.0,52.68,4716.0,21640.0,26.47874307,196.14,-0.15,301.4492754,1.5324,301.4492754
ISR,1996,20.1,27.1027613,336000.0,53.6,5158.8,21640.0,26.06284658,220.15,0.347,354.1666667,1.5486,354.1666667
ISR,1997,20.19,26.67413085,336000.0,54.48,5029.2,21640.0,26.01663586,198.97,-0.115,357.1428571,1.5648,357.1428571
ISR,1998,20.24,26.10637018,335000.0,52.01,5353.2,21640.0,25.97042514,205.42,0.893,361.1940299,1.581,361.1940299
ISR,1999,20.37,25.5892519,333000.0,54.65,5598.0,21640.0,25.83179298,213.8,0.895,267.2672673,1.5972,267.2672673
ISR,2000,20.36,25.31254857,338000.0,66.95,5860.8,21640.0,26.15526802,217.16,0.301,278.1065089,1.6134,278.1065089
ISR,2001,20.44,25.22342725,342000.0,68.65,5968.8,21640.0,25.92421442,209.95,0.927,261.4035088,1.57845,261.4035088
ISR,2002,20.44,25.14122655,349000.0,73.19,5839.2,21640.0,26.01663586,207.17,0.807,251.8624642,1.5435,251.8624642
ISR,2003,20.59,25.06397647,334000.0,75.01,6022.8,21640.0,25.46210721,224.36,0.641,282.9341317,1.72,282.9341317
ISR,2004,20.41,24.98970698,311000.0,76.34,6123.6,21640.0,23.72920518,203.76,0.619,320.9003215,1.419,320.9003215
ISR,2005,20.45,24.91644809,311000.0,77.76,6116.4,21640.0,23.7754159,208.41,0.271,292.6045016,1.405833333,292.6045016
ISR,2006,20.49,24.84307024,303000.0,77.75,6318.0,21640.0,23.51201479,208.82,0.658,304.950495,1.392666667,304.950495
ISR,2007,20.37,24.76999517,305800.0,82.71,6667.2,21640.0,23.94177449,225.5,0.593,344.9967299,1.3795,344.9967299
ISR,2008,20.56,24.69757973,299700.0,86.55,6573.6,21640.0,23.82624769,200.12,0.801,280.6139473,1.366333333,280.6139473
ISR,2009,20.53,24.6261808,304300.0,83.5,6084.0,21640.0,24.14972274,221.46,0.902,200.4600723,1.353166667,200.4600723
ISR,2010,20.67,24.55615523,293600.0,86.27,5954.4,21640.0,23.31330869,201.03,2.397,206.4032698,1.34,206.4032698
ISR,2011,20.72,24.48040021,295700.0,87.19,6314.4,21640.0,23.8909427,219.68,0.649,251.6063578,1.3012,251.6063578
ISR,2012,20.62,22.10385554,294800.0,92.04,6789.6,21640.0,24.31608133,224.85,1.105,278.8331072,1.2624,278.8331072
ISR,2013,20.67,22.57820735,285800.0,91.24,6966.0,21640.0,24.04343808,206.35,1.185,296.0111966,1.223,296.0111966
ISR,2014,20.7,21.17546972,300500.0,98.25,6368.4,21640.0,24.84750462,192.86,0.951,264.2262895,1.184,264.2262895
ITA,1990,12.74,29.05838131,9012000.0,107.48,15220.8,294110.0,57.25748869,978.97,1.103,215.7545495,41.12412857,215.7545495
ITA,1991,12.61,28.77940751,8900000.0,106.2,15231.6,294110.0,54.58501921,1006.29,-0.004,223.2235955,41.62431111,223.2235955
ITA,1992,12.18,28.50198958,8750000.0,108.29,15591.6,294110.0,54.32661249,1030.12,0.494,219.6571429,42.12449365,219.6571429
ITA,1993,12.39,28.22167959,8550000.0,109.53,16578.0,294110.0,54.09540648,993.27,0.486,222.6783626,42.62467619,222.6783626
ITA,1994,12.61,27.9340296,8329000.0,109.86,16758.0,294110.0,53.38818809,1038.6,1.479,227.1821347,43.12485873,227.1821347
ITA,1995,12.51,27.63459167,8283000.0,113.69,14454.0,294110.0,52.13355547,1065.07,0.395,219.9686104,43.62504127,219.9686104
ITA,1996,12.62,27.35125563,8332000.0,114.88,14785.2,294110.0,52.18795689,1043.55,0.218,223.8358137,44.12522381,223.8358137
ITA,1997,12.6,27.09726867,8253000.0,115.1,15674.4,294110.0,52.17435653,1035.27,0.917,213.0134497,44.62540635,213.0134497
ITA,1998,12.72,26.84621887,8329000.0,111.39,16153.2,294110.0,52.64696882,995.26,0.933,209.8691319,45.12558889,209.8691319
ITA,1999,12.7,26.57169434,8545000.0,115.62,16855.2,294110.0,53.71799667,1040.22,0.88,208.7770626,45.0647,208.7770626
ITA,2000,13.01,26.24728315,8479000.0,114.38,17665.2,295718.0,52.87807979,993.13,1.202,204.2693714,45.05253333,204.2693714
ITA,2001,12.83,25.81274118,8339000.0,113.5,18586.8,295718.0,52.42156379,998.06,1.495,168.5949155,43.38774902,168.5949155
ITA,2002,12.82,25.25716783,8287000.0,114.18,17604.0,295718.0,51.64717738,996.77,0.877,171.1218776,41.72296471,171.1218776
ITA,2003,13.08,24.62816643,7959000.0,110.4,18583.2,295718.0,50.40951176,1035.57,1.489,177.7024752,40.0581804,177.7024752
ITA,2004,12.98,23.97334037,7979000.0,110.28,18666.0,295718.0,50.32835336,1027.04,0.71,181.4180975,38.39339609,181.4180975
ITA,2005,13.11,23.34029298,7780000.0,109.73,19310.4,295718.0,49.83125816,1042.73,0.534,171.7530848,36.68161178,171.7530848
ITA,2006,13.14,22.62268577,7376000.0,107.17,19814.4,295718.0,48.02886534,989.32,0.826,177.0315889,35.04899414,177.0315889
ITA,2007,13.06,21.78825756,7171000.0,110.65,20372.4,295718.0,47.89021974,1048.61,1.532,190.229954,33.4163765,190.229954
ITA,2008,13.19,20.99572772,7498000.0,114.23,20412.0,295718.0,48.88846807,1055.16,1.125,143.4762603,53.56205556,143.4762603
ITA,2009,13.13,20.40381562,6981000.0,110.84,20340.0,295718.0,47.28288437,1021.27,1.213,120.1115886,33.59342692,120.1115886
ITA,2010,13.32,20.17124061,7042000.0,109.48,20196.0,295718.0,48.45088902,1007.77,0.728,122.7459529,33.70095214,122.7459529
ITA,2011,13.23,21.33536766,6720000.0,106.5,21265.2,295718.0,46.84395268,1047.48,1.221,134.3224702,33.80847735,134.3224702
ITA,2012,13.19,18.76568812,7118000.0,108.77,21326.4,295718.0,46.42598692,1053.99,1.512,122.506322,33.91600256,122.506322
ITA,2013,13.23,18.05409983,6827000.0,103.92,20437.2,295718.0,46.09120852,1037.64,0.974,129.3035008,33.98352778,129.3035008
ITA,2014,13.18,16.89368288,6728000.0,96.02,19342.8,295718.0,44.5086197,1046.71,1.618,126.5640606,33.97182222,126.5640606
JAM,1993,25.47,15.07329562,174000.0,68.61,21.6,10830.0,46.44506002,1069.46,0.517,134.4827586,0.9275,134.4827586
JAM,1994,25.59,14.97413608,161000.0,68.93,54.0,10830.0,46.16805171,1147.48,0.926,144.0993789,0.957142857,144.0993789
JAM,1995,25.58,14.93777444,158000.0,70.27,61.2,10830.0,45.8910434,1099.16,0.897,167.835443,0.986785714,167.835443
JAM,1996,25.65,15.00284246,155000.0,74.47,64.8,10830.0,45.61403509,1073.5,0.376,153.5483871,1.016428571,153.5483871
JAM,1997,25.75,15.16964013,150000.0,75.65,68.4,10830.0,45.15235457,1069.39,0.863,155.98,1.046071429,155.98
JAM,1998,25.77,15.38522385,145000.0,78.87,68.5309,10830.0,44.69067405,1142.14,1.294,161.6896552,1.075714286,161.6896552
JAM,1999,25.78,15.59664996,143000.0,84.49,68.6618,10830.0,44.50600185,1118.31,0.658,161.1398601,1.105357143,161.1398601
JAM,2000,25.83,15.75097485,140000.0,85.23,68.7927,10830.0,44.22899354,1050.63,0.353,160.0,1.135,160.0
JAM,2001,25.87,15.84525775,140000.0,86.62,68.9236,10830.0,44.22899354,1082.66,0.613,148.9642857,1.164642857,148.9642857
JAM,2002,25.86,15.91201309,135000.0,88.85,69.0545,10830.0,43.76731302,1090.75,0.872,94.67407407,1.194285714,94.67407407
JAM,2003,25.88,15.95148004,135000.0,93.51,69.1855,10830.0,43.76731302,1051.74,1.046,112.1925926,1.223928571,112.1925926
JAM,2004,25.94,15.96389778,133000.0,91.73,69.3164,10830.0,43.58264081,1165.68,0.883,123.9473684,1.253571429,123.9473684
JAM,2005,25.92,15.9495055,128000.0,94.35,69.4473,10830.0,43.1209603,1104.89,0.98,115.84375,1.283214286,115.84375
JAM,2006,25.92,15.9267244,128000.0,91.39,69.5782,10830.0,43.1209603,1051.24,0.983,63.515625,1.312857143,63.515625
JAM,2007,25.87,15.8986674,125000.0,91.32,69.7091,10830.0,42.84395199,1108.49,0.905,36.216,1.3425,36.216
JAM,2008,25.91,15.84261127,120000.0,93.13,69.84,10830.0,41.45891043,1081.08,0.531,37.64166667,1.372142857,37.64166667
JAM,2009,26.03,15.73583278,120000.0,92.86,64.08,10830.0,41.18190212,1085.14,0.812,58.19166667,1.401785714,58.19166667
JAM,2010,26.04,15.5556087,120000.0,90.01,111.6,10830.0,38.90120037,1157.68,1.136,62.625,1.431428571,62.625
JAM,2011,26.05,14.94712272,120000.0,90.0,97.2,10830.0,38.82733149,1104.57,0.594,71.175,1.461071429,71.175
JAM,2012,26.08,15.42473149,120000.0,91.99,104.4,10830.0,38.76269621,1075.9,0.751,87.375,1.490714286,87.375
JAM,2013,26.08,15.77491587,120000.0,92.98,108.0,10830.0,38.67036011,1069.01,1.032,83.14591667,1.520357143,83.14591667
JAM,2014,25.97,16.45971525,120000.0,94.93,86.4,10830.0,38.58725762,1082.07,1.268,115.28575,1.55,115.28575
JOR,1990,18.86,23.40115089,179200.0,30.49,264.7583,88240.0,11.78830462,75.34,-0.044,93.75,0.835,93.75
JOR,1991,18.89,24.61830056,149400.0,38.15,298.8,88240.0,11.4505893,80.78,0.464,136.6064257,0.885571429,136.6064257
JOR,1992,18.47,25.59955689,259700.0,46.87,298.8,88240.0,12.7005893,83.45,-1.168,60.45437043,0.936142857,60.45437043
JOR,1993,18.51,26.32505226,229000.0,52.82,329.4,88240.0,12.35267452,79.04,-0.565,71.1790393,0.912839286,71.1790393
JOR,1994,18.83,26.77491907,211000.0,50.49,360.0,88240.0,12.1486854,88.66,0.893,66.3507109,0.890885714,66.3507109
JOR,1995,18.91,26.9292897,252000.0,52.58,450.0,88240.0,12.62466002,70.52,-0.044,63.49206349,0.868932143,63.49206349
JOR,1996,18.93,26.64845625,180000.0,53.42,543.6,88240.0,11.9106981,77.88,0.493,106.3888889,0.846978571,106.3888889
JOR,1997,18.95,25.97877649,187000.0,52.82,3369.6,88240.0,12.02402539,67.99,-0.167,128.4545455,0.825025,128.4545455
JOR,1998,19.08,25.17948129,190000.0,53.02,3402.0,88240.0,12.08068903,75.25,1.034,123.3210526,0.8032,123.3210526
JOR,1999,19.21,24.50980153,190000.0,56.0,3502.8,88240.0,12.09202176,78.63,1.045,121.1789474,0.774375,121.1789474
JOR,2000,19.18,24.22896808,190000.0,56.45,3564.0,88240.0,12.11468722,76.01,0.386,108.5421053,0.74555,108.5421053
JOR,2001,19.32,24.63912794,192000.0,57.33,3531.6,88240.0,11.58204896,71.61,1.014,114.5833333,0.698107143,114.5833333
JOR,2002,19.32,25.67361916,195000.0,57.96,3758.4,88240.0,11.61604714,76.28,0.698,154.3589744,0.738664286,154.3589744
JOR,2003,19.44,27.03845919,177000.0,62.6,3974.4,88240.0,11.38939257,83.12,0.53,174.5762712,0.743221429,174.5762712
JOR,2004,19.27,28.43966548,209000.0,66.8,4539.6,88240.0,11.75203989,68.85,0.651,46.41148325,0.802778571,46.41148325
JOR,2005,19.3,29.58325548,185000.0,67.88,4672.8,88240.0,11.4800544,72.52,0.189,90.27027027,0.8662,90.27027027
JOR,2006,19.36,30.58722981,190000.0,67.77,5025.6,88240.0,11.53671804,74.86,0.79,55.78947368,0.917,55.78947368
JOR,2007,19.23,31.65550643,140300.0,77.0,6231.6,88240.0,10.91681777,83.59,0.572,92.65858874,0.932,92.65858874
JOR,2008,19.4,32.62297879,149500.0,86.56,6166.8,88240.0,11.02107888,73.6,0.785,102.3411371,0.928,102.3411371
JOR,2009,19.36,33.32454035,200800.0,86.26,6382.8,88780.0,11.54539311,78.15,0.621,105.5776892,0.863,105.5776892
JOR,2010,19.53,33.59508454,177600.0,92.86,6724.8,88780.0,11.28970489,71.55,2.659,130.6306306,0.893,130.6306306
JOR,2011,19.56,29.66242608,175600.0,93.7,6836.4,88780.0,11.29308403,74.49,0.576,132.118451,0.796,132.118451
JOR,2012,19.49,29.02445731,217000.0,95.48,7038.0,88780.0,11.76954269,88.22,1.155,108.2949309,0.849,108.2949309
JOR,2013,19.53,32.67791912,231000.0,92.15,7473.6,88780.0,11.90132913,71.73,1.116,131.0,0.901,131.0
JOR,2014,19.63,30.20224554,237500.0,99.43,8223.12,88780.0,11.98468123,67.99,0.908,92.56842105,0.9698,92.56842105
JPN,1990,11.91,13.37278269,4768000.0,97.96,10882.8,364600.0,15.99561163,1756.38,1.135,385.4865772,90.99666667,385.4865772
JPN,1991,11.7,13.29348113,4740000.0,98.02,10800.0,364600.0,15.8639605,1738.21,0.724,369.6202532,91.19833333,369.6202532
JPN,1992,11.54,13.22619896,4714000.0,99.44,10728.0,364600.0,15.73230938,1721.26,0.326,378.4471786,91.4,378.4471786
JPN,1993,11.51,13.17147064,4685000.0,99.28,10443.6,364600.0,15.59517279,1761.84,0.005,387.8548559,90.56,387.8548559
JPN,1994,11.81,13.12983064,4660000.0,97.17,10594.8,364600.0,15.42786615,1735.27,0.958,378.4334764,89.72,378.4334764
JPN,1995,11.72,13.10181341,4630000.0,95.62,10699.2,364600.0,15.25507405,1792.22,0.342,354.4492441,88.84,354.4492441
JPN,1996,11.95,13.10080211,4602000.0,94.34,11242.8,364500.0,15.08916324,1715.23,-0.132,339.6349413,89.015,339.6349413
JPN,1997,11.94,13.12642315,4569000.0,93.94,11160.0,364500.0,14.91632373,1804.82,0.449,330.4224119,89.19,330.4224119
JPN,1998,11.93,13.15857586,4535000.0,93.13,10886.4,364500.0,14.74897119,1746.88,1.194,312.8114664,89.59333333,312.8114664
JPN,1999,11.99,13.17715959,4503000.0,93.04,10936.8,364500.0,14.59807956,1784.68,0.944,319.4981124,89.99666667,319.4981124
JPN,2000,12.2,13.16207369,4474000.0,92.27,11034.0,364500.0,14.42524005,1705.04,0.624,324.6088511,90.4,324.6088511
JPN,2001,12.22,13.08372197,4444000.0,89.4,11314.8,364500.0,14.30178326,1784.21,0.409,304.680468,87.425,304.680468
JPN,2002,12.29,12.93949089,4419000.0,92.38,10814.4,364500.0,14.19753086,1764.04,0.621,292.8733582,84.45,292.8733582
JPN,2003,12.14,12.74975377,4397000.0,91.69,10821.6,364500.0,14.10150892,1760.39,0.312,301.858947,84.11,301.858947
JPN,2004,12.11,12.53488394,4379000.0,91.55,11563.2,364500.0,14.01920439,1782.77,1.105,295.0873989,83.77,295.0873989
JPN,2005,12.24,12.31525472,4360000.0,91.08,10926.0,364500.0,13.93689986,1771.07,0.724,296.7817477,83.43,296.7817477
JPN,2006,12.44,12.01742402,4343000.0,91.84,11595.6,364500.0,13.86392318,1752.15,0.374,294.3901451,83.09,294.3901451
JPN,2007,12.24,11.62145882,4326000.0,92.5,12495.6,364500.0,13.7909465,1791.45,0.988,327.1423509,82.75,327.1423509
JPN,2008,12.29,11.22799611,4308000.0,92.74,13154.4,364500.0,13.71522634,1758.06,0.657,235.8632939,81.986,235.8632939
JPN,2009,12.34,10.93767287,4294000.0,93.49,10782.0,364500.0,13.64773663,1775.93,0.793,208.4933279,81.222,208.4933279
