code,year,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),2. Energy use in agriculture,3. Land area,4. Agriculture land area (% of land area),5. Average precipitation (mm),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizer consumption (kilograms per hectare of arable land)
AFG,1990,11.9,64.17409663,7910000.0,67.11,115.2,652230.0,58.32298422,377.28,0.925,5.625790139,24.52134545,5.625790139
AFG,1991,11.93,64.18815301,7910000.0,68.55,100.8,652230.0,58.30765221,356.43,-0.051,6.144121365,23.99047343,6.144121365
AFG,1992,11.54,64.21052582,7910000.0,68.15,79.2,652230.0,58.30765221,373.23,-0.212,5.790139064,23.46031678,5.790139064
AFG,1993,11.53,64.24414076,7824000.0,72.09,75.6,652230.0,58.16046487,385.26,0.254,5.112474438,22.93016014,5.112474438
AFG,1996,11.96,64.47599237,7647000.0,93.67,57.6,652230.0,57.88908821,374.54,-0.093,0.653851183,21.33969021,0.653851183
AFG,1997,12.09,64.6415192,7685000.0,102.45,57.6,652230.0,57.94734986,371.12,0.46,0.650618087,20.80953357,0.650618087
AFG,1998,12.19,64.7884977,7757000.0,109.93,54.0,652230.0,58.05927357,352.56,0.664,0.902410726,20.282,0.902410726
AFG,1999,12.3,64.8520454,7653000.0,115.17,43.2,652230.0,57.89982062,315.48,1.271,0.65333856,20.282,0.65333856
AFG,2000,12.08,64.76727982,7683000.0,98.12,36.0,652230.0,57.94581666,340.01,1.064,0.650787453,20.282,0.650787453
AFG,2001,12.24,64.59757272,7683000.0,78.92,36.0,652230.0,57.94734986,377.48,1.377,2.394897826,20.282,2.394897826
AFG,2002,12.56,64.41688801,7678000.0,95.13,54.0,652230.0,57.93968385,351.77,1.457,3.194390466,20.282,3.194390466
AFG,2003,12.25,64.17623142,7772000.0,90.49,54.0,652230.0,58.08380479,374.33,0.71,3.478546063,20.282,3.478546063
AFG,2004,12.38,63.82660868,7816000.0,97.17,72.0,652230.0,58.15126566,355.91,1.482,4.243778147,20.282,4.243778147
AFG,2005,12.28,63.31902553,7805000.0,95.56,72.0,652230.0,58.13440044,344.49,0.513,3.814784113,20.282,3.814784113
AFG,2006,12.37,61.51464943,7794000.0,84.74,216.0,652230.0,58.12366803,361.07,1.838,3.190854503,20.282,3.190854503
AFG,2007,12.48,58.08378502,7794000.0,86.6,360.0,652230.0,58.12980084,366.97,0.794,2.101268925,20.282,2.101268925
AFG,2008,12.2,54.19114381,7794000.0,91.41,360.0,652230.0,58.13286724,355.8,0.808,1.851684629,20.282,1.851684629
AFG,2009,12.44,51.00143731,7793000.0,94.16,360.0,652230.0,58.13286724,351.13,0.948,1.887862184,20.282,1.887862184
AFG,2010,12.47,49.67937703,7793000.0,98.06,432.0,652230.0,58.13440044,360.14,1.664,1.777859618,20.282,1.777859618
AFG,2011,12.73,61.81705591,7791000.0,100.53,360.0,652230.0,58.13133404,378.62,1.455,3.827005519,20.282,3.827005519
AFG,2012,12.55,70.92231651,7790000.0,101.31,360.0,652230.0,58.12980084,377.39,0.271,2.377852375,20.282,2.377852375
AFG,2013,12.68,73.1318159,7785000.0,96.36,540.0,652230.0,58.12366803,363.13,1.345,4.882714194,20.282,4.882714194
AFG,2014,12.75,77.14372755,7771000.0,104.27,540.0,652230.0,58.12366803,369.87,0.521,10.16611247,20.282,10.16611247
ALB,1990,12.3,22.96157928,579000.0,50.06,1080.0,27400.0,40.91240876,1229.55,0.809,176.1658031,1.2,176.1658031
ALB,1991,12.03,22.70311049,578000.0,49.71,810.0,27400.0,41.13138686,1287.92,-0.28,54.15224913,1.19178,54.15224913
ALB,1992,11.58,22.4828964,578000.0,55.89,295.2,27400.0,41.13138686,1319.9,0.106,40.65743945,1.18356,40.65743945
ALB,1993,11.79,22.29713188,577000.0,59.1,360.0,27400.0,41.09489051,1278.5,0.113,31.00519931,1.17534,31.00519931
ALB,1994,12.14,22.14201178,577000.0,69.66,115.2,27400.0,41.09489051,1284.35,1.36,25.59792028,1.16712,25.59792028
ALB,1995,12.05,22.01373098,577000.0,78.8,140.4,27400.0,41.13138686,1357.3,-0.137,19.06412478,1.1589,19.06412478
ALB,1996,12.18,21.95188313,577000.0,80.13,187.2,27400.0,41.27737226,1368.68,0.006,11.26516464,1.29468,11.26516464
ALB,1997,12.06,21.97760117,578000.0,70.8,93.6,27400.0,41.42335766,1356.74,0.111,8.996539792,1.43046,8.996539792
ALB,1998,12.2,22.0593889,577000.0,72.07,104.4,27400.0,41.56934307,1274.38,0.821,43.32755633,1.56624,43.32755633
ALB,1999,12.38,22.1657501,577000.0,76.17,608.4,27400.0,41.78832117,1305.13,0.724,18.37088388,1.70202,18.37088388
ALB,2000,12.67,22.26518857,578000.0,80.43,630.0,27400.0,41.75182482,1200.7,1.084,32.35294118,1.8378,32.35294118
ALB,2001,12.45,22.36600621,578000.0,82.22,561.6,27400.0,41.56934307,1296.14,1.551,32.35294118,1.75046,32.35294118
ALB,2002,12.41,22.48278512,578000.0,84.53,712.8,27400.0,41.60583942,1246.87,0.519,97.58477509,1.66312,97.58477509
ALB,2003,12.59,22.59344935,578000.0,87.79,460.8,27400.0,40.91240876,1272.08,1.026,99.31956747,1.57578,99.31956747
ALB,2004,12.48,22.67592295,578000.0,90.87,169.2,27400.0,40.94890511,1327.14,0.472,101.3073356,1.48844,101.3073356
ALB,2005,12.54,22.70812997,538000.0,88.21,61.2,27400.0,39.30656934,1243.91,0.217,112.375316,1.4011,112.375316
ALB,2006,12.6,22.5109696,584000.0,89.74,82.8,27400.0,40.87591241,1260.8,0.39,85.80246575,1.27242,85.80246575
ALB,2007,12.51,22.04122997,578000.0,93.17,82.44,27400.0,40.83941606,1286.44,1.389,88.4199654,1.24774,88.4199654
ALB,2008,12.78,21.48066857,610000.0,85.72,343.476,27400.0,43.10218978,1305.58,1.043,77.3097377,1.22306,77.3097377
ALB,2009,12.72,21.01104291,609000.0,86.27,343.476,27400.0,43.84306569,1211.22,0.977,90.37835796,1.19838,90.37835796
ALB,2010,12.85,20.81411047,626000.0,89.69,376.74,27400.0,43.84306569,1261.37,1.261,85.02392971,1.1737,85.02392971
ALB,2011,12.8,22.79990425,622000.0,93.33,434.52,27400.0,43.83211679,1291.68,1.125,97.43427653,1.14902,97.43427653
ALB,2012,12.72,20.96272041,619100.0,96.58,502.308,27400.0,43.84306569,1323.86,1.546,93.0615571,1.12434,93.0615571
ALB,2013,12.73,19.40753225,617100.0,98.36,602.568,27400.0,43.33211679,1335.9,1.394,88.17109058,1.09966,88.17109058
ALB,2014,12.83,19.36794422,615600.0,98.23,665.784,27400.0,42.85729927,1301.69,1.285,88.38580247,1.07498,88.38580247
ARE,1990,27.45,44.29661141,35000.0,25.55,1454.8592,71020.0,4.012954097,56.96,0.297,357.1428571,1.542333333,357.1428571
ARE,1991,27.43,44.20734235,35000.0,25.16,1466.2105,71020.0,4.364967615,41.81,-0.194,499.1428571,1.578466667,499.1428571
ARE,1992,27.09,44.1327883,38000.0,26.63,1593.9127,71020.0,4.773303295,44.23,-0.595,586.8421053,1.6146,586.8421053
ARE,1993,27.05,44.07609257,40000.0,28.23,1849.3171,71020.0,4.998591946,50.03,0.038,692.5,1.650733333,692.5
ARE,1994,27.34,44.04039846,42000.0,32.04,2022.4245,71020.0,5.237961138,48.4,0.473,700.0,1.686866667,700.0
ARE,1995,27.5,44.02884928,43000.0,33.2,1977.0193,71020.0,5.392847085,37.59,-0.093,744.1860465,1.723,744.1860465
ARE,1996,27.35,44.04471666,46000.0,37.68,2073.6,71020.0,5.449169248,34.81,0.403,700.0,1.88222,700.0
ARE,1997,27.62,44.08077813,45000.0,38.87,2365.2,71020.0,5.561813574,41.13,-0.217,717.7777778,2.04144,717.7777778
ARE,1998,27.61,44.1244358,36000.0,39.73,2887.2,71020.0,5.604055196,29.6,1.078,983.3333333,2.20066,983.3333333
ARE,1999,27.73,44.16309179,43000.0,36.83,3308.4,71020.0,7.265558997,41.9,1.408,841.8604651,2.35988,841.8604651
ARE,2000,27.65,44.18414825,60000.0,44.0,3618.0,71020.0,7.702055759,44.84,0.8,585.0,2.3338,585.0
ARE,2001,27.87,44.18971037,71000.0,45.79,4183.2,71020.0,7.913263869,42.54,0.678,492.9577465,2.291893333,492.9577465
ARE,2002,27.85,44.18609605,75000.0,51.47,4586.4,71020.0,7.969586032,38.41,1.208,644.8,2.249986667,644.8
ARE,2003,27.78,44.16702645,64000.0,49.09,4676.4,71020.0,7.800619544,40.38,1.088,755.625,2.20808,755.625
ARE,2004,27.75,44.12622271,63000.0,50.6,4957.0362,71020.0,7.800619544,48.66,1.07,767.6190476,2.50404,767.6190476
ARE,2005,27.82,44.05740599,68000.0,56.53,5671.8921,71020.0,7.842861166,33.36,0.742,667.0588235,2.8,667.0588235
ARE,2006,27.86,43.83308321,50600.0,55.1,6239.0392,71020.0,7.583779217,51.42,1.304,834.3873518,2.774454546,834.3873518
ARE,2007,27.98,43.42096151,44600.0,56.48,6895.6749,71020.0,7.499295973,45.77,0.875,940.5829596,2.748909091,940.5829596
ARE,2008,27.96,42.95756231,51600.0,65.24,7853.9398,71020.0,7.597859758,70.11,0.852,798.6434109,2.723363636,798.6434109
ARE,2009,27.86,42.57940708,49900.0,68.5,8252.322,71020.0,5.461841735,43.4,0.977,623.0460922,2.697818182,623.0460922
ARE,2010,28.05,42.42301723,50600.0,78.12,8888.0068,71020.0,5.523796114,44.57,1.627,737.3517787,2.672272727,737.3517787
ARE,2011,28.03,46.48971729,45100.0,80.18,9006.6581,71020.0,5.470290059,45.68,1.306,900.0,2.646727273,900.0
ARE,2012,28.04,49.85857049,37100.0,86.69,9290.7054,71020.0,5.304139679,41.0,1.263,848.2479784,2.621181818,848.2479784
ARE,2013,28.1,43.67173152,37500.0,87.85,9685.3607,71020.0,5.342157139,39.7,0.893,1033.866667,2.595636364,1033.866667
ARE,2014,28.17,38.4444709,44000.0,97.72,10243.2536,71020.0,5.385806815,34.25,1.041,629.1565909,2.570090909,629.1565909
ARG,1990,14.88,18.9601696,26575000.0,79.03,1468.8,2736690.0,46.61287906,852.79,0.404,6.227657573,28.32140526,6.227657573
ARG,1991,14.87,19.01303052,26680000.0,77.59,1634.4,2736690.0,46.64759253,808.74,0.226,6.270614693,28.37313158,6.270614693
ARG,1992,14.69,19.01869992,26785000.0,75.97,1411.2,2736690.0,46.682306,786.78,-0.297,9.266380437,28.42467368,9.266380437
ARG,1993,14.65,18.98317939,26890000.0,79.68,1382.4,2736690.0,46.71701947,832.41,0.039,10.92971365,28.47621579,10.92971365
ARG,1994,14.72,18.91247054,26998000.0,81.58,1566.0,2736690.0,46.75282915,825.87,0.44,17.11237869,28.52775789,17.11237869
ARG,1995,14.84,18.81257498,27105000.0,81.57,1645.2,2736690.0,46.78827343,830.0,0.203,19.35805202,28.5793,19.35805202
ARG,1996,14.91,18.6337466,27212000.0,81.17,1688.4,2736690.0,46.8237177,789.44,0.457,31.42731148,28.936785,31.42731148
ARG,1997,15.12,18.35561436,27320000.0,82.09,1926.0,2736690.0,46.85770036,791.18,0.699,29.63396779,29.29427,29.63396779
ARG,1998,15.08,18.02824245,27425000.0,79.23,2109.6,2736690.0,46.89241383,809.91,0.284,28.27711942,29.651755,28.27711942
ARG,1999,15.05,17.70169509,27532000.0,86.75,1897.2,2736690.0,46.92237703,817.08,0.098,29.91064943,30.00924,29.91064943
ARG,2000,15.09,17.42603648,27640000.0,85.94,1713.6,2736690.0,46.95818671,800.77,-0.249,31.22225036,30.366725,31.22225036
ARG,2001,15.07,17.18387377,27746000.0,80.46,1706.4,2736690.0,46.99326559,807.69,0.357,31.0672169,31.03232273,31.0672169
ARG,2002,15.15,16.92351427,27862000.0,76.31,1760.4,2736690.0,47.0312677,826.78,0.208,30.2339387,31.69792045,30.2339387
ARG,2003,15.19,16.64357241,29828200.0,78.84,2120.4,2736690.0,47.17498146,797.77,0.584,40.24077886,32.36351818,40.24077886
ARG,2004,15.2,16.34266265,31794400.0,89.16,2707.2,2736690.0,47.31869521,824.78,0.404,43.85640239,33.02911591,43.85640239
ARG,2005,15.11,16.01939943,33791600.0,94.17,2815.2,2736690.0,47.47373652,812.31,0.197,35.4391328,33.69471364,35.4391328
ARG,2006,15.18,15.58776752,35582500.0,95.2,3261.6,2736690.0,47.55339479,798.43,0.509,40.56342303,34.36031136,40.56342303
ARG,2007,15.16,15.04272924,36984900.0,98.14,2869.2,2736690.0,47.49109325,805.53,-0.261,48.52169399,35.02590909,48.52169399
ARG,2008,15.26,14.50436528,35636300.0,98.44,2631.6,2736690.0,46.42356277,811.51,0.504,34.84410559,35.69150682,34.84410559
ARG,2009,15.32,14.09275635,34490700.0,104.09,2973.6,2736690.0,45.43020949,804.93,0.751,22.8523631,36.35710455,22.8523631
ARG,2010,15.22,13.92798315,38003100.0,91.9,3135.6,2736690.0,46.13891234,807.09,0.045,39.15801606,37.02270227,39.15801606
ARG,2011,15.31,14.23893067,38626500.0,92.89,3294.0,2736690.0,45.79196036,796.35,0.284,41.88427634,37.69,41.88427634
ARG,2012,15.29,13.35716185,39622900.0,95.99,3769.2,2736690.0,45.58130442,794.22,0.736,34.64067496,37.69,34.64067496
ARG,2013,15.31,14.76436999,39391300.0,100.05,3834.0,2736690.0,44.92193124,793.46,0.419,36.25234506,37.69,36.25234506
ARG,2014,15.43,13.95005931,39215700.0,98.29,3751.2,2736690.0,44.28302073,812.41,0.937,35.18117285,37.69,35.18117285
ARM,1993,6.15,28.12458845,433000.0,51.8,277.2,28470.0,41.48226203,860.12,-0.936,34.64203233,3.198,34.64203233
ARM,1994,6.22,28.07238855,435000.0,51.7,280.8,28470.0,42.14963119,894.16,0.477,16.09195402,2.983,16.09195402
ARM,1995,6.18,28.01257415,435000.0,53.26,187.2,28470.0,43.69511767,861.88,0.694,16.09195402,2.531,16.09195402
ARM,1996,6.61,27.92098089,450000.0,53.82,1090.8,28470.0,45.87284861,870.1,0.474,17.77777778,2.277,17.77777778
ARM,1997,6.41,27.79285462,455000.0,53.82,1346.4,28470.0,46.78609062,905.85,0.725,17.58241758,1.85,17.58241758
ARM,1998,6.57,27.65913213,455000.0,56.02,1231.2,28470.0,46.64559185,867.41,1.349,21.14285714,1.994,21.14285714
ARM,1999,6.56,27.55075018,450000.0,55.7,1659.6,28470.0,46.46996839,870.1,1.556,13.68444444,1.966,13.68444444
ARM,2000,6.82,27.49864555,450000.0,57.4,1713.6,28470.0,46.46996839,837.16,1.1,15.55555556,1.871,15.55555556
ARM,2001,6.83,27.48281267,455000.0,56.46,1411.2,28470.0,46.64559185,856.74,1.469,10.98901099,1.726,10.98901099
ARM,2002,6.78,27.48480266,455000.0,58.5,828.0,28470.0,48.85844749,883.24,1.199,34.52307692,1.732,34.52307692
ARM,2003,6.96,27.53788736,455000.0,61.91,802.8,28470.0,50.7200562,878.67,0.175,22.9978022,1.976,22.9978022
ARM,2004,6.83,27.67533861,455000.0,66.56,939.6,28470.0,52.86266245,875.82,1.142,31.65054945,2.503,31.65054945
ARM,2005,6.74,27.93042826,455000.0,70.04,824.4,28470.0,56.37513172,871.77,0.549,22.69230769,2.771,22.69230769
ARM,2006,6.86,28.40405947,452900.0,75.54,817.2,28470.0,61.69301019,916.81,1.635,127.8438949,2.827,127.8438949
ARM,2007,6.69,29.22198605,452100.0,79.26,651.6,28470.0,61.53494907,904.14,0.744,59.32315859,3.012,59.32315859
ARM,2008,6.83,30.45475588,450400.0,82.67,802.8,28470.0,61.42606252,875.33,0.875,54.15253108,2.873,54.15253108
ARM,2009,6.89,32.17291681,449400.0,81.46,446.4,28470.0,61.33825079,849.66,0.692,88.00044504,2.464,88.00044504
ARM,2010,6.88,34.44701668,448500.0,80.67,453.6,28470.0,60.94134176,882.74,2.772,66.0548495,2.126,66.0548495
ARM,2011,6.98,41.81072554,449200.0,80.63,435.6,28470.0,59.6452406,913.04,0.655,80.9579252,2.438,80.9579252
ARM,2012,7.27,43.28961483,448400.0,81.81,496.8,28470.0,59.11485774,858.8,1.285,129.4081178,2.941,129.4081178
ARM,2013,7.1,41.05050048,448200.0,87.51,543.6,28470.0,59.11485774,884.24,1.355,132.0673806,2.955,132.0673806
ARM,2014,7.04,38.63923761,447500.0,94.63,619.2,28470.0,59.03407095,867.61,1.236,118.6884916,2.86,118.6884916
ATG,2002,26.15,18.38213129,4000.0,250.55,30.1918,440.0,20.45454545,833.47,0.699,13.0,0.00442,13.0
ATG,2003,26.17,17.96707031,4000.0,267.92,30.0718,440.0,20.45454545,834.29,0.977,27.25,0.004646667,27.25
ATG,2004,26.28,17.60765856,4000.0,269.68,29.8693,440.0,20.45454545,898.41,0.609,7.5,0.004873333,7.5
ATG,2005,26.19,17.41945769,4000.0,276.55,27.6407,440.0,20.45454545,864.66,1.007,6.0,0.0051,6.0
ATG,2006,26.2,17.40900268,4000.0,278.17,23.2,440.0,20.45454545,858.1,0.75,4.5,0.005,4.5
ATG,2007,26.11,17.47210283,4000.0,269.69,25.4806,440.0,20.45454545,830.06,0.887,0.5,0.0049,0.5
ATG,2008,26.24,17.55823134,4000.0,270.12,24.9402,440.0,20.45454545,889.44,0.3,3.5,0.0048,3.5
ATG,2009,26.26,17.61686142,4000.0,249.23,23.3666,440.0,20.45454545,889.98,0.521,13.25,0.0047,13.25
ATG,2010,26.33,17.59746629,4000.0,105.53,24.5987,440.0,20.45454545,860.29,1.294,3.0,0.0046,3.0
ATG,2011,26.27,17.22854904,4000.0,112.75,28.6983,440.0,20.45454545,862.12,0.581,3.25,0.0045,3.25
ATG,2012,26.36,17.56228932,4000.0,100.48,29.4788,440.0,20.45454545,888.98,0.684,9.8475,0.0044,9.8475
ATG,2013,26.34,18.06479183,4000.0,103.5,25.5806,440.0,20.45454545,875.36,0.702,12.53,0.0044,12.53
ATG,2014,26.28,18.15213999,4000.0,100.35,24.5341,440.0,20.45454545,847.64,0.708,7.9525,0.0044,7.9525
AUS,1993,21.89,7.531229825,17111000.0,83.25,8802.0,7682300.0,59.89052758,438.31,0.436,88.71273859,18.5502,88.71273859
AUS,1994,22.08,7.480797335,17843000.0,84.39,9727.2,7682300.0,61.06803952,473.47,0.17,97.13859385,21.1102,97.13859385
AUS,1995,22.02,7.444591642,16837000.0,81.98,9356.4,7682300.0,60.31891491,464.08,0.358,111.3916529,19.8502,111.3916529
AUS,1996,22.03,7.431973902,19193000.0,80.32,9482.4,7682300.0,60.55868685,455.54,0.539,105.4642057,22.1602,105.4642057
AUS,1997,22.22,7.44167605,20904000.0,83.44,9662.4,7682300.0,60.16856931,417.27,0.321,104.9200985,21.9282,104.9200985
AUS,1998,22.39,7.458971185,21350000.0,87.17,9910.8,7682300.0,60.3830884,411.04,1.028,105.794978,21.8222,105.794978
AUS,1999,22.28,7.46913241,22994000.0,89.44,10177.2,7682300.0,59.05692306,478.31,0.516,102.7163899,21.7162,102.7163899
AUS,2000,22.4,7.457432827,23473000.0,91.36,10378.8,7682300.0,59.28810382,429.24,0.084,97.31602948,21.65924,97.31602948
AUS,2001,22.43,7.388953462,24200000.0,91.26,10490.4,7682300.0,59.31817294,445.72,0.275,102.1888219,21.534,102.1888219
AUS,2002,22.34,7.26633772,23735000.0,92.33,5958.0,7682300.0,58.1856996,456.09,0.667,95.4683063,20.8338,95.4683063
AUS,2003,22.53,7.131202273,23240000.0,86.07,9864.0,7682300.0,57.20942947,437.12,0.775,93.53500258,20.1336,93.53500258
AUS,2004,22.57,7.02516379,25743000.0,87.7,9586.8,7682300.0,51.40465746,422.58,0.656,94.48304044,19.4334,94.48304044
AUS,2005,22.44,6.989838942,26402000.0,88.21,8622.0,7682300.0,53.39937258,468.73,1.126,83.93220211,18.7332,83.93220211
AUS,2006,22.31,7.048149504,24228000.0,91.2,8996.4,7682300.0,53.27857543,450.73,0.639,85.59817443,17.55665,85.59817443
AUS,2007,22.54,7.166298108,23125000.0,90.75,9226.8,7682300.0,51.85367663,434.69,0.855,89.32765838,16.3801,89.32765838
AUS,2008,22.54,7.300822705,23994100.0,87.8,9079.2,7682300.0,50.67336605,435.37,0.546,78.0951063,15.20355,78.0951063
AUS,2009,22.54,7.408261246,27141600.0,86.85,8316.0,7682300.0,50.01848405,431.85,0.95,60.9279254,14.027,60.9279254
AUS,2010,22.7,7.445151684,25591750.0,85.88,8406.0,7682300.0,48.99209872,417.91,0.593,77.03853625,13.175,77.03853625
AUS,2011,22.63,7.320706635,31694900.0,86.4,8038.8,7682300.0,51.56281322,446.47,0.135,68.11520907,13.215,68.11520907
AUS,2012,22.6,7.532800294,31637400.0,88.46,8355.6,7682300.0,50.38543145,440.48,0.228,69.42181816,15.868,69.42181816
AUS,2013,22.71,7.43314062,31220800.0,95.07,8006.4,7682300.0,48.39371022,428.29,1.413,72.8357217,19.148,72.8357217
AUS,2014,22.67,7.387603021,31960300.0,100.86,8859.6,7682300.0,48.73839866,453.85,1.107,79.6105265,18.463,79.6105265
AUT,1990,6.41,23.35874588,1426000.0,96.2,3805.2,82520.0,36.64444983,1265.56,1.271,212.6928471,3.805,212.6928471
AUT,1991,6.18,23.2910321,1445000.0,95.72,3970.8,82520.0,36.8019874,1217.17,0.135,199.7923875,3.7334,199.7923875
AUT,1992,5.62,23.14053746,1436000.0,96.13,3978.0,82520.0,36.51236064,1172.45,1.256,185.9331476,3.6618,185.9331476
AUT,1993,5.98,22.92228554,1419000.0,94.48,4082.4,82520.0,36.3427048,1203.39,0.536,184.6370684,3.5902,184.6370684
AUT,1994,6.34,22.65129991,1423000.0,93.2,3942.0,82520.0,36.28332525,1188.45,1.967,175.6851722,3.5186,175.6851722
AUT,1995,6.06,22.34260414,1414000.0,86.88,4158.0,82520.0,36.12578769,1242.64,0.949,167.6096181,3.447,167.6096181
AUT,1996,6.46,21.84105484,1410000.0,89.84,4377.6,82520.0,36.03126515,1249.85,-0.193,168.3234043,3.5445,168.3234043
AUT,1997,6.33,21.09732662,1406000.0,89.2,4500.0,82520.0,35.92583616,1206.44,0.524,187.3122333,3.642,187.3122333
AUT,1998,6.45,20.28517002,1404000.0,90.14,4352.4,82520.0,35.86888027,1248.12,1.354,175.454416,3.654,175.454416
AUT,1999,6.38,19.57833559,1402000.0,91.79,3150.0,82520.0,35.81192438,1247.43,0.992,165.9850214,3.666,165.9850214
AUT,2000,6.77,19.15057389,1399000.0,92.54,3052.8,82520.0,35.63015027,1224.6,1.774,161.1386705,3.636,161.1386705
AUT,2001,6.5,18.94706626,1387000.0,93.29,3052.8,82520.0,35.33809985,1293.67,1.508,157.3280461,3.607,157.3280461
AUT,2002,6.5,18.77850993,1385000.0,92.96,3175.2,82520.0,35.16965584,1241.12,1.542,162.3263538,3.577,162.3263538
AUT,2003,6.82,18.61692924,1380030.0,92.36,3178.8,82520.0,34.96400873,1252.38,1.474,137.4187518,3.566125,137.4187518
AUT,2004,6.73,18.43434851,1379300.0,91.54,3171.6,82520.0,34.74793989,1239.02,0.84,137.5175814,3.55525,137.5175814
AUT,2005,7.02,18.2027921,1380700.0,89.8,3355.2,82520.0,34.61948619,1244.68,0.638,131.7027595,3.544375,131.7027595
AUT,2006,6.92,17.80247062,1377200.0,91.1,3535.2,82520.0,34.45588948,1177.2,0.919,130.2708394,3.5335,130.2708394
AUT,2007,6.94,17.23162298,1376000.0,92.41,3718.8,82520.0,34.29592826,1243.65,2.151,136.037064,3.522625,136.037064
AUT,2008,7.12,16.63931587,1369000.0,93.53,3898.8,82520.0,34.04507998,1252.27,1.597,167.182615,3.51175,167.182615
AUT,2009,7.07,16.17461603,1366600.0,95.57,4082.4,82520.0,33.87057683,1247.27,1.554,86.58056491,3.500875,86.58056491
AUT,2010,7.09,15.98659014,1363800.0,97.13,4183.2,82520.0,33.6791081,1222.81,0.668,99.80642323,3.49,99.80642323
AUT,2011,7.12,16.36763176,1359600.0,97.7,4089.6,82520.0,33.41371789,1250.65,1.384,132.7331568,3.451111111,132.7331568
AUT,2012,6.95,14.71990119,1355100.0,97.66,4161.6,82520.0,33.14590402,1254.27,1.792,115.4136226,3.412222222,115.4136226
AUT,2013,6.98,14.6599487,1353900.0,98.02,4194.0,82520.0,32.91808047,1238.68,1.105,130.9084866,3.373333333,130.9084866
AUT,2014,7.02,12.95414547,1351700.0,98.46,3970.8,82520.0,32.89142026,1261.61,2.421,130.875934,3.334444444,130.875934
AZE,1992,11.43,20.31036942,1704500.0,46.5,16084.8,83217.0,53.42898687,631.24,-0.84,44.00117336,16.202,44.00117336
AZE,1993,11.63,20.62449776,1715800.0,41.34,16560.0,83217.0,53.55396133,639.19,-1.016,31.47219956,16.338,31.47219956
AZE,1994,11.83,20.82777576,1723600.0,38.68,14558.4,83217.0,53.90725453,647.71,0.093,22.62705964,14.633,22.62705964
AZE,1995,11.89,20.91473853,1726300.0,39.17,15019.2,83217.0,53.94450653,615.23,1.004,22.59167005,13.97,22.59167005
AZE,1996,12.17,20.83948072,1784800.0,40.9,15361.2,83217.0,54.3903289,606.15,0.233,9.30076199,13.457,9.30076199
AZE,1997,12.06,20.61092884,1801200.0,43.7,6832.8,83217.0,55.14137736,628.1,0.577,13.15789474,12.518,13.15789474
AZE,1998,12.24,20.30586582,1809700.0,47.37,6051.6,83092.0,56.34838492,635.03,1.177,8.73072885,10.235,8.73072885
AZE,1999,12.16,20.00107463,1824900.0,49.6,6480.0,82705.0,56.73659392,616.61,1.224,7.562058195,11.968,7.562058195
AZE,2000,12.37,19.77333822,1825600.0,51.76,2890.8,82605.0,57.38635676,599.27,1.088,2.245836985,10.99,2.245836985
AZE,2001,12.46,19.59448026,1835700.0,53.95,2977.2,82604.0,57.45000242,614.39,1.396,6.48254072,9.923,6.48254072
AZE,2002,12.41,19.41070059,1837300.0,56.78,2347.2,82618.0,57.43179452,632.3,1.43,10.43378871,9.919,10.43378871
AZE,2003,12.42,19.2603464,1838500.0,59.89,2505.6,82652.0,57.52552872,630.22,-0.104,7.642099538,10.518,7.642099538
AZE,2004,12.37,19.18176491,1840700.0,62.91,1753.2,82672.0,57.51524095,624.29,1.323,11.9747922,11.175,11.9747922
AZE,2005,12.38,19.21330331,1843200.0,64.8,1796.4,82660.0,57.56835229,618.42,0.879,13.36046007,11.8,13.36046007
AZE,2006,12.44,19.43435503,1841300.0,66.84,1836.0,82637.0,57.55291213,639.17,1.524,13.33894531,12.144,13.33894531
AZE,2007,12.43,19.91347647,1854000.0,70.05,2196.0,82629.0,57.56453545,627.81,0.979,10.63754045,12.085,10.63754045
AZE,2008,12.5,20.67275929,1860200.0,72.3,2304.0,82627.0,57.56834933,634.8,0.882,20.9375336,11.53,20.9375336
AZE,2009,12.58,21.73429513,1874000.0,80.43,2293.2,82622.0,57.57909516,618.42,0.778,13.41141942,11.14,13.41141942
AZE,2010,12.43,23.12017567,1884100.0,86.19,2397.6,82656.0,57.67034456,618.36,2.328,9.954885622,10.97,9.954885622
AZE,2011,12.5,27.42810615,1885700.0,88.06,2664.0,82658.0,57.69193544,666.83,0.733,15.57458769,11.296,15.57458769
AZE,2012,12.71,29.18058784,1896800.0,91.84,3196.8,82658.0,57.68709623,617.77,1.421,19.07650253,11.975,19.07650253
AZE,2013,12.75,28.23398287,1925300.0,95.09,3276.0,82659.0,57.70454518,633.98,1.498,19.9624526,11.994,19.9624526
AZE,2014,12.65,26.41920821,1926500.0,97.07,3513.6,82663.0,57.70054317,624.42,1.153,31.75203737,11.592,31.75203737
BDI,1990,20.47,29.42271109,930000.0,65.34,12.2781,25680.0,81.07476636,2130.21,0.386,2.258064516,0.143384615,2.258064516
BDI,1991,20.35,29.5299432,930000.0,73.21,14.9075,25680.0,80.88006231,2008.58,-0.006,2.258064516,0.157846154,2.258064516
