Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Egypt, Arab Rep.",EGY,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.069315385,0.072329097,0.077351951,0.084383947,0.090411372,0.097443367,0.107489075,0.114521071,0.110502788,0.118539354,0.117534783,0.130594204,0.132603345,0.136621628,0.134612487,0.134612487,0.136621628,0.145662766,0.143653624,0.159726757,0.161735898,0.164749611,0.170777036,0.183836456,0.192877593,0.250138128,0.260183836,0.272238686,0.276256969,0.36566377,0.37771862,0.382741474,0.400823748,0.401828319,0.468129991,0.468129991,0.468129991,0.468129991,0.49123512,0.492239691,0.47918027,0.490230549,0.505299111,0.515344819,0.964387965,0.9322417,0.978451956,0.904113717,0.808679492,0.801647496,0.815711487,0.870962881,1.027675925,1.079913607,0.928223417,0.951328545,0.929227987,0.817720629,0.70621327,0.608769903,0.95836054,,
Euro area,EMU,Permanent cropland (% of land area),AG.LND.CROP.ZS,,4.623479342,4.630947274,4.659159459,4.669116701,4.673680437,4.701062853,4.741306705,4.715168945,4.740476935,4.829677228,4.805613893,4.820549756,4.871912529,4.903587805,4.943538924,4.948558066,4.932437535,4.944075988,4.915840479,4.867767415,4.859986739,4.853555166,4.915027494,4.883471385,4.842640934,4.817412362,4.788366309,4.773013395,4.757826459,4.757660482,4.668987031,4.306493832,4.197289503,4.190274517,4.124479819,4.117426704,4.152795224,4.204176846,4.242231566,4.213471519,4.233727905,4.151190496,4.128462425,4.092789105,4.094171227,4.054560384,4.011033285,4.002680769,3.980616615,3.965907639,3.896625293,4.015355013,3.935805041,3.964187549,3.98708692,3.914390718,3.935811662,3.986090847,4.033549056,3.971709191,3.98557122,,
Eritrea,ERI,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01980198,0.01980198,0.01980198,0.01980198,0.01980198,0.01980198,0.01980198,0.02970297,0.02970297,0.02970297,0.02970297,0.016531299,0.016525467,0.016528375,0.016524473,0.016521076,0.016519425,0.016520037,0.016516778,0.016517715,0.016522197,0.016523984,0.016516808,0.016518351,0.016519201,0.016518316,0.01651793,0.01652335,0.01652335,,
Spain,ESP,Permanent cropland (% of land area),AG.LND.CROP.ZS,,8.971947657,9.075993437,9.268077954,9.272079715,9.260074433,9.29809116,9.488174797,9.338108768,9.494177438,9.662251391,9.694265477,9.76429629,9.854335908,9.938969485,10.03142325,10.01261085,9.957160588,9.885292175,9.909116387,9.892486035,9.848636527,9.854643014,9.843221272,9.732900849,9.714880666,9.720887394,9.622777511,9.592743873,9.634790966,9.684847029,9.672833574,9.50264296,9.360483742,9.390517379,9.426557745,9.39852635,9.55870575,9.674835816,9.740909819,9.827655311,9.989569125,9.973148445,9.943711063,9.880203534,9.879981566,9.735861157,9.637154134,9.591018444,9.46336181,9.385812284,9.128190766,9.933827792,9.899842066,9.815877332,9.826002029,9.399856675,9.471374435,9.779979935,9.903500297,10.02288139,10.12492777,,
Estonia,EST,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283085633,0.259495164,0.283085633,0.283085633,0.283085633,0.283085633,0.283085633,0.283085633,0.283085633,0.44821892,0.415192262,0.37037037,0.349138948,0.261854211,0.209955178,0.195800896,0.188723756,0.191082803,0.167492333,0.165133286,0.160415192,0.069013112,0.069013112,0.069013112,0.069013112,0.16374269,0.16374269,0.16374269,0.116959064,0.116959064,,
Ethiopia,ETH,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.441416894,0.445049955,0.453224342,0.453224342,0.481380563,0.544959128,0.590372389,0.653950954,0.653950954,0.653950954,0.663033606,0.663033606,0.663033606,0.663033606,0.663033606,0.663033606,0.663033606,0.662125341,0.655767484,0.649409628,0.644868302,0.640326975,0.633969119,0.626702997,0.626702997,0.622161671,0.617620345,0.613079019,0.608537693,0.601271571,0.59763851,0.594913715,0.54,0.54,0.56,0.573,0.592,0.558,0.676,0.662,0.697,0.645,0.679,0.653023006,0.680489243,0.729213503,0.92058427,0.803673046,0.918846704,0.99063333,1.003034746,1.011889236,1.088100669,1.164337995,1.240541587,1.316723934,1.39195966,1.520519801,1.770380642,2.021139533,2.021139533,,
European Union,EUU,Permanent cropland (% of land area),AG.LND.CROP.ZS,,3.540248188,3.560017944,3.596448192,3.616476367,3.617877276,3.648486111,3.677426087,3.667978462,3.685225137,3.745042575,3.742827603,3.751450989,3.782550813,3.805726627,3.827468672,3.831114705,3.81388805,3.812218891,3.76663714,3.73022082,3.718056244,3.705130069,3.739947275,3.712672583,3.683349563,3.658922988,3.62887663,3.60829935,3.604673921,3.603727754,3.546932638,3.333079048,3.216579296,3.19797172,3.149765915,3.134627566,3.152718774,3.201157774,3.226799141,3.193661821,3.196595717,3.117788839,3.09850346,3.075809341,3.09773091,3.0562539,3.028700656,3.022240059,3.001479002,2.994221415,2.940287048,3.021268895,2.970244393,2.974692459,2.994125652,2.945426383,2.958116882,2.991820825,3.01115316,2.976766725,2.982520858,,
Fragile and conflict affected situations,FCS,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.428071428,0.431998689,0.436180966,0.447197698,0.451379976,0.459795535,0.447095691,0.455103223,0.462345704,0.46846611,0.47147531,0.479890869,0.492447903,0.500419741,0.507927754,0.516940421,0.524846268,0.531681001,0.544330357,0.552797265,0.55881591,0.566415725,0.572281354,0.591765443,0.609668362,0.623541849,0.627979325,0.630019544,0.633946965,0.639149523,0.656308907,0.698603996,0.70826417,0.717825266,0.726890968,0.731943982,0.73362832,0.736105288,0.744824215,0.762460225,0.77349264,0.788701613,0.795545536,0.804589864,0.814675305,0.824534677,0.848815485,0.861627341,0.879376378,0.915863023,0.931737521,0.938888854,0.966065386,0.988948018,1.002169822,1.012587804,1.029228923,1.041316958,1.05841928,1.079328005,1.082767503,,
Finland,FIN,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.003283102,0.006566204,0.006566204,0.006566204,0.006566204,0.006566204,0.006566204,0.006566204,0.009849306,0.009849306,0.009849306,0.009849306,0.009849306,0.005252963,0.005909583,0.005909583,0.005909583,0.006894514,0.006894514,0.006894514,0.006894514,0.006894514,0.007222824,0.008207755,0.008536065,0.010177616,0.010505926,0.010834236,0.012804097,0.012147477,0.012804097,0.013789028,0.014117338,0.014117338,0.014139621,0.0138117,0.014149391,0.013820336,0.01349128,0.013491724,0.013162658,0.011188259,0.010859192,0.010858478,0.009871343,0.009871019,0.016451698,0.016451157,0.016450615,0.014476175,,
Fiji,FJI,Permanent cropland (% of land area),AG.LND.CROP.ZS,,3.557744937,3.557744937,3.776683087,3.776683087,3.776683087,3.776683087,3.776683087,4.324028462,4.324028462,4.324028462,4.324028462,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.378762999,4.652435687,4.652435687,4.652435687,4.652435687,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.542966612,4.652435687,4.537493158,4.422550629,4.307608101,4.192665572,4.077723043,3.962780515,3.847837986,3.732895457,3.617952928,3.5030104,3.382594417,3.382594417,,
France,FRA,Permanent cropland (% of land area),AG.LND.CROP.ZS,,3.285448695,3.26901232,3.261707265,3.195961765,3.18865671,3.197788029,3.177699127,3.148478905,3.104648572,3.07542835,2.984115157,2.931153505,2.931153505,2.93845856,2.960373727,2.932979769,2.869060533,2.962199991,2.77774734,2.556769412,2.538506774,2.505634024,2.48006633,2.439888525,2.408842039,2.381448081,2.359532915,2.260914666,2.224572015,2.207405135,2.202474222,2.199917453,2.183846331,2.169784099,2.145312163,2.12376225,2.101664457,2.089245863,2.089063236,2.083215387,2.072257824,2.060569757,2.03699073,2.028610197,2.028281987,2.002713873,1.957969673,1.91998276,1.875969077,1.846565746,1.8394432,1.8332338,1.819901855,1.817527673,1.801273657,1.811902688,1.825212718,1.836886388,1.845311082,1.851825472,1.851825472,,
Faroe Islands,FRO,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,24.28571429,,,
Gabon,GAB,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.213451314,0.232855979,0.252260643,0.271665308,0.291069973,0.310474638,0.329879303,0.349283968,0.368688633,0.388093298,0.426902627,0.446307292,0.485116622,0.504521287,0.531687818,0.566616215,0.597663678,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.628711142,0.640353941,0.640353941,0.640353941,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,0.659758606,,
United Kingdom,GBR,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.496011243,0.475344108,0.512544951,0.471210681,0.450543546,0.446410119,0.442276692,0.434009838,0.405075848,0.400942421,0.38854214,0.376141859,0.367875005,0.359608151,0.351341297,0.334807589,0.326540735,0.322407308,0.330674162,0.322407308,0.310007027,0.301740173,0.293473319,0.281073038,0.293473319,0.281073038,0.281073038,0.281073038,0.281073038,0.272806184,0.272806184,0.26453933,0.252139048,0.252139048,0.23560534,0.231471913,0.23560534,0.219071632,0.210804778,0.214938205,0.210804778,0.206671351,0.202537924,0.202537924,0.19427107,0.186004216,0.190137643,0.190137643,0.177737362,0.190137643,0.186004216,0.190137643,0.185590873,0.185177531,0.202537924,0.192792543,0.197193403,0.190822139,0.189906171,0.186392345,0.190198404,,
Georgia,GEO,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.806446971,4.792056411,4.777665851,4.417901856,4.101309541,4.000575622,3.885451144,3.885451144,3.871060584,3.856670024,3.813498345,3.799107785,1.439055979,1.582961577,1.669304936,1.640523816,1.654914376,1.798819974,1.798819974,1.798819974,1.798819974,1.870772773,1.582961577,1.582961577,1.582961577,1.738379623,1.772916966,1.80745431,1.840552597,1.840552597,,
Ghana,GHA,Permanent cropland (% of land area),AG.LND.CROP.ZS,,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,7.031730685,6.996572031,6.961413378,6.926254724,6.891096071,6.855937418,6.820778764,6.785620111,6.750461457,6.715302804,6.68014415,6.68014415,7.031730685,7.471213853,7.471213853,7.471213853,7.471213853,7.663745715,7.856277578,8.04880944,8.241341303,8.433873165,8.626405028,8.81893689,9.011468753,9.204000615,9.396532478,9.58906434,9.781595763,9.974127626,10.16665949,10.35919135,10.55172321,10.74425508,10.93678694,11.1293188,11.32185066,11.51438253,11.70691439,11.89981233,11.9042073,,
Gibraltar,GIB,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Permanent cropland (% of land area),AG.LND.CROP.ZS,,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.627869119,1.668565847,1.668565847,1.668565847,1.668565847,1.749959303,1.749959303,1.749959303,1.749959303,1.790656031,1.790656031,1.831352759,1.831352759,1.831352759,1.953442943,1.953442943,2.034836399,2.116229855,2.238320039,2.319713495,2.401106951,2.401106951,2.441803679,2.441803679,2.563893863,2.604590591,2.604590591,2.604590591,2.645287319,2.726680775,2.767377503,2.767377503,2.767377503,2.767377503,2.808074231,2.848770959,2.848770959,2.848770959,2.848770959,2.848770959,2.983070161,3.031906235,3.113299691,3.235389875,3.34527104,3.377828423,3.398176787,3.410385805,,
"Gambia, The",GMB,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.296442688,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.395256917,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.494071146,0.592885375,0.592885375,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,0.691699605,,
Guinea-Bissau,GNB,Permanent cropland (% of land area),AG.LND.CROP.ZS,,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.52916074,1.564722617,1.564722617,1.600284495,1.706970128,1.884779516,1.884779516,1.884779516,2.667140825,2.773826458,3.022759602,3.20056899,3.20056899,4.160739687,4.160739687,4.160739687,4.160739687,4.160739687,4.160739687,4.480796586,5.049786629,6.650071124,7.0056899,8.108108108,8.819345661,8.819345661,8.854907539,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,8.890469417,,
Equatorial Guinea,GNQ,Permanent cropland (% of land area),AG.LND.CROP.ZS,,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.565062389,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.422459893,3.20855615,3.20855615,3.20855615,3.20855615,3.20855615,3.20855615,3.03030303,3.03030303,3.03030303,2.959001783,2.959001783,2.959001783,2.959001783,2.959001783,2.852049911,2.852049911,2.780748663,2.495543672,2.245989305,2.245989305,2.245989305,2.245989305,2.103386809,2.103386809,1.92513369,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.639928699,1.675579323,1.675579323,1.675579323,,
Greece,GRC,Permanent cropland (% of land area),AG.LND.CROP.ZS,,7.028704422,6.508921645,6.508921645,6.57098526,6.69511249,6.640806827,6.625290923,6.602017067,6.881303336,6.982156711,7.129557797,7.176105508,7.261442979,7.315748642,7.439875873,7.556245151,7.67261443,7.734678045,7.734678045,7.928626843,7.95965865,7.936384794,7.967416602,8.006206362,8.060512025,8.114817688,8.1613654,8.231186967,8.277734678,8.28549263,8.355314197,8.363072149,8.386346005,8.40961986,8.401861908,8.44840962,8.502715283,8.518231187,8.595810706,8.634600465,8.782001552,8.758727696,8.782001552,8.782001552,8.813033359,8.828549263,8.797517455,8.828549263,8.836307215,8.820791311,8.906128782,8.813033359,8.719937936,8.564778898,8.619084562,8.642358417,8.3994391,8.418191621,8.44243367,8.44243367,8.44243367,,
Grenada,GRD,Permanent cropland (% of land area),AG.LND.CROP.ZS,,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,41.17647059,35.29411765,35.29411765,35.29411765,35.29411765,35.29411765,29.41176471,29.41176471,29.41176471,29.41176471,29.41176471,29.41176471,26.47058824,26.47058824,26.47058824,26.47058824,26.47058824,26.47058824,26.47058824,26.47058824,29.41176471,29.41176471,29.41176471,29.41176471,26.47058824,26.47058824,17.64705882,17.64705882,17.64705882,17.64705882,17.64705882,17.64705882,17.64705882,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,11.76470588,,
Greenland,GRL,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Permanent cropland (% of land area),AG.LND.CROP.ZS,,4.068682344,4.087346025,4.106009705,4.124673386,4.143337066,4.162000747,4.180664427,4.199328108,4.217991788,4.245987309,4.264650989,4.29264651,4.320642031,4.339305711,4.367301232,4.385964912,4.413960433,4.432624113,4.451287794,4.479283315,4.497946995,4.516610676,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,4.525942516,5.188503173,5.188503173,5.179171333,5.123180291,5.225830534,5.328480776,5.431131019,5.533781262,5.636431504,5.739081747,5.84173199,6.532288167,7.848077641,7.932064203,8.687943262,8.799925345,8.865248227,9.051885032,9.331840239,9.518477044,9.639790967,9.901082493,11.039567,11.039567,11.039567,11.039567,11.039567,11.039567,11.039567,,
Guam,GUM,Permanent cropland (% of land area),AG.LND.CROP.ZS,,11.11111111,11.11111111,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,12.96296296,14.81481481,14.81481481,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,14.81481481,14.81481481,14.81481481,12.96296296,12.96296296,12.96296296,12.96296296,,
Guyana,GUY,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.050836256,0.050836256,0.050836256,0.050836256,0.050836256,0.050836256,0.050836256,0.061003508,0.061003508,0.061003508,0.061003508,0.076254385,0.076254385,0.076254385,0.076200152,0.076200152,0.076200152,0.076200152,0.076200152,0.076200152,0.076200152,0.076200152,0.076200152,0.091440183,0.091440183,0.101600203,0.101600203,0.101600203,0.111760224,0.111760224,0.111760224,0.111760224,0.111760224,0.111760224,0.121920244,0.127000254,0.127000254,0.127000254,0.127000254,0.132080264,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.142240284,0.147320295,,
High income,HIC,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.460035615,0.463716315,0.468685333,0.472648481,0.473849113,0.477327626,0.480342339,0.480363178,0.482045278,0.488532848,0.48857424,0.489659783,0.492909264,0.495967861,0.49789682,0.498013925,0.495496777,0.498763917,0.494565494,0.491090705,0.490682972,0.494200968,0.497677246,0.495175889,0.492700249,0.491052301,0.487958277,0.488199183,0.487283026,0.489118789,0.483626507,0.482785873,0.484838649,0.484513725,0.482622465,0.482563793,0.490736747,0.494300728,0.508066545,0.509627313,0.512160754,0.504673188,0.503440306,0.500174303,0.502989727,0.498622832,0.498292212,0.497424317,0.491393464,0.491254789,0.48559931,0.493778104,0.489254159,0.485987936,0.486487875,0.480863692,0.481968433,0.48560812,0.488399072,0.484757241,0.489035657,,
"Hong Kong SAR, China",HKG,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.980392157,0.99009901,0.99009901,1,,,,1,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,1.01010101,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,0.952380952,,
Honduras,HND,Permanent cropland (% of land area),AG.LND.CROP.ZS,,1.653409599,1.653409599,1.653409599,1.671284297,1.671284297,1.707033694,1.742783091,1.769595138,1.805344535,1.876843328,1.894718027,1.894718027,1.894718027,1.894718027,1.984091518,2.07346501,2.162838502,2.261149343,2.350522835,2.439896327,2.529269819,2.61864331,2.708016802,2.797390294,2.886763786,2.985074627,3.074448119,3.163821611,3.253195102,3.199571007,3.128072214,3.038698722,2.967199929,3.038698722,3.128072214,3.128072214,3.17275896,3.17275896,3.208508356,3.208508356,3.217445706,3.217445706,3.306819197,3.485566181,3.574939673,3.664313165,3.664313165,3.664313165,3.735811958,4.289927607,4.558048083,4.826168558,4.826168558,4.826168558,4.826168558,4.826168558,5.094289034,5.147913129,5.147913129,5.147913129,5.362409509,,
Heavily indebted poor countries (HIPC),HPC,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.439357369,0.462289606,0.46684568,0.487398634,0.499902525,0.506989751,0.51762059,0.525011553,0.532554386,0.53827479,0.548399398,0.555537247,0.569721823,0.585685003,0.603411368,0.617773604,0.637264126,0.648502817,0.651135303,0.65913401,0.672245816,0.684142628,0.694014451,0.703987523,0.724237416,0.736184852,0.744436684,0.762560338,0.771976538,0.78108899,0.785392092,0.790910188,0.792378305,0.805388861,0.80549011,0.812830697,0.819310662,0.837120883,0.845211156,0.859477646,0.87111165,0.875101319,0.891848421,0.906736439,0.924662831,0.939828083,0.965793758,0.976197088,0.998163739,1.039491244,1.054836533,1.095489942,1.128537497,1.168195763,1.229534198,1.222712733,1.242544005,1.320956257,1.346462691,1.374200641,1.390132774,,
Croatia,HRV,Permanent cropland (% of land area),AG.LND.CROP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.021105348,2.0926489,2.0926489,2.074763012,2.232940336,2.232940336,2.307279556,2.307279556,1.234082129,1.251967377,1.251967377,1.268672718,1.250804088,1.304409978,1.358015867,1.429490387,1.536702166,1.572439425,1.500964906,1.483096276,1.411621757,1.302623115,1.386605675,1.349081552,1.286541348,1.286541348,1.286541348,1.322278608,1.411722659,1.411722659,,
Haiti,HTI,Permanent cropland (% of land area),AG.LND.CROP.ZS,,9.433962264,9.615384615,9.796806967,9.978229318,10.15965167,10.34107402,10.52249637,10.70391872,10.88534107,11.06676343,11.24818578,11.4658926,11.42960813,11.42960813,11.42960813,11.42960813,11.42960813,11.42960813,11.42960813,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,11.61103048,10.88534107,10.88534107,10.88534107,10.88534107,10.88534107,10.88534107,10.88534107,10.88534107,10.88534107,10.15965167,10.15965167,10.15965167,10.15965167,10.15965167,10.15965167,10.15965167,10.15965167,10.88534107,11.39332366,12.30043541,12.84470247,14.44121916,14.44121916,14.44121916,14.44121916,12.33671988,11.79245283,10.88534107,10.88534107,10.88534107,,
Hungary,HUN,Permanent cropland (% of land area),AG.LND.CROP.ZS,,4.775655264,4.776716285,4.776185716,4.720648673,4.66562986,4.632818576,4.566666667,4.511612401,4.48938771,4.456545899,4.379237524,4.312548627,4.212515283,4.156941203,4.07913749,4.03557532,3.901734104,3.801267089,3.525355872,3.403403403,3.18131257,3.114918233,3.026257232,2.914997775,2.859368046,2.736982644,2.681352915,2.637142539,2.614888172,2.603760988,2.570379437,2.559252253,2.503894948,2.503894948,2.503894948,2.503894948,2.527839644,2.516703786,2.494432071,2.242802946,2.209328275,2.00848025,2.298594064,2.298594064,2.287691106,2.198415355,2.209574824,2.176096418,2.142936043,2.076659671,2.02142936,2.010383298,2.010383298,1.983344291,1.961428885,1.928555775,1.928555775,1.895682665,1.873767258,1.733138286,1.638120754,,
IBRD only,IBD,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.874220892,0.895589853,0.887280844,0.896926699,0.901371196,0.905854771,0.914390015,0.931645606,0.940530487,0.955338623,0.972564846,0.98580978,1.004238961,1.017196818,1.030647873,1.048235224,1.067341762,1.084946924,1.106912243,1.136489374,1.152305256,1.15738526,1.141379847,1.15182445,1.187922114,1.2340458,1.294879634,1.331834393,1.349561039,1.3863172,1.400832325,1.067490751,1.097879792,1.132395434,1.143352976,1.157027693,1.170410196,1.181305832,1.208891782,1.224565131,1.25033011,1.268588526,1.291811889,1.323770964,1.356154976,1.394158606,1.428271681,1.44322337,1.468211939,1.497485338,1.528213381,1.547816181,1.570712399,1.580083702,1.602365864,1.618749584,1.663131833,1.692379686,1.71591453,1.727957484,1.742851213,,
IDA & IBRD total,IBT,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.795143458,0.81624385,0.8145371,0.828493915,0.834881842,0.840428782,0.843773463,0.858115674,0.867805613,0.880262139,0.893607922,0.905224767,0.922722497,0.9365982,0.951279936,0.968510298,0.98725715,1.00223261,1.020945052,1.044407439,1.059761433,1.067269819,1.061204624,1.074621149,1.108186045,1.144984114,1.188897456,1.219379449,1.234644668,1.263891195,1.279036333,1.057075147,1.083707531,1.114134916,1.126701444,1.139835139,1.152490173,1.165573875,1.190726667,1.20853436,1.232625062,1.25054895,1.273065082,1.302468337,1.335105191,1.367811369,1.401811133,1.418777009,1.443512141,1.475312555,1.503238949,1.520266032,1.545801082,1.561492586,1.591027392,1.602600842,1.64283842,1.681370597,1.70527483,1.720914812,1.735878814,,
IDA total,IDA,Permanent cropland (% of land area),AG.LND.CROP.ZS,,0.635144449,0.65570144,0.667353176,0.690032448,0.700352557,0.708051025,0.70089353,0.709341039,0.720659868,0.728358336,0.733851297,0.742173966,0.757787292,0.773517527,0.79068771,0.807196177,0.825215249,0.834869809,0.847000432,0.858090692,0.872510112,0.884932036,0.893816728,0.913437958,0.941715001,0.959043273,0.967630422,0.984598729,0.994729775,1.008298178,1.025010067,1.027329709,1.043235759,1.061977293,1.079141592,1.090730266,1.101307023,1.12065677,1.138857527,1.162751171,1.182060726,1.199030479,1.219521179,1.241982126,1.275334449,1.29289323,1.32657214,1.349265139,1.373282082,1.412268841,1.432229981,1.442320107,1.475321313,1.508891384,1.558951798,1.556916879,1.585434222,1.650228916,1.675178383,1.700994137,1.716152174,,
